gene_name,num_of_illumina_exps,median_illumina_mean_read2_gc_fraction,num_of_ultima_exps,median_ultima_mean_read2_gc_fraction
TBC1D2B,21.0,0.512962962962963,24.0,0.43459011904349554
TBC1D30,21.0,0.4902222222222221,24.0,0.4042764171366885
TBC1D31,21.0,0.3840252827677977,24.0,0.3602295445691438
TBC1D32,21.0,0.3918560606060606,24.0,0.3748434866924803
TBC1D3B,9.0,0.5666666666666667,8.0,0.5708773124503461
TBC1D3C,1.0,0.3932584269662921,8.0,0.4
TBC1D3D,11.0,0.6063829787234043,2.0,0.5416666666666666
TBC1D3E,,,3.0,0.5609756097560976
TBC1D3F,,,1.0,0.4777777777777778
TBC1D3I,5.0,0.3888888888888889,5.0,0.4
TBC1D3L,20.0,0.6248595505617978,11.0,0.5555555555555556
TBC1D4,21.0,0.4783413848631239,24.0,0.455254794071561
TBC1D5,21.0,0.4319947742653988,24.0,0.40578456897377846
TBC1D7,21.0,0.5134952766531714,24.0,0.3913048674765972
TBC1D8,21.0,0.4918387413962635,24.0,0.4513762831486281
TBC1D8-AS1,21.0,0.470154095701541,24.0,0.5220356044790513
TBC1D8B,21.0,0.3836938083121289,24.0,0.34892997512843993
TBC1D9,21.0,0.4276207173643071,24.0,0.3728961024567794
TBC1D9B,21.0,0.5329586296551196,24.0,0.4794247538954711
TBCA,21.0,0.4223271454577137,24.0,0.31013438104879615
TBCB,21.0,0.5508407517309595,24.0,0.3527207367657277
TBCC,21.0,0.5010121588410297,24.0,0.3964578652262677
TBCCD1,21.0,0.3773946360153257,24.0,0.34864318448342635
TBCD,21.0,0.5747541384154908,24.0,0.5089816414224422
TBCE,21.0,0.4669085218380993,24.0,0.4494287691823808
TBCEL,21.0,0.3759454191033138,24.0,0.37342537503283235
TBCK,21.0,0.4110725308641975,24.0,0.4130058347788858
TBK1,21.0,0.3503040979824671,24.0,0.3303404764258717
TBKBP1,21.0,0.6268370607028754,24.0,0.5504693239531766
TBL1X,21.0,0.5070639630728652,24.0,0.47823372641355555
TBL1XR1,21.0,0.3906364428945074,24.0,0.4136936877800773
TBL1XR1-AS1,13.0,0.4444444444444444,18.0,0.38408014571948995
TBL1Y,17.0,0.4933333333333333,19.0,0.5234169653524492
TBL2,21.0,0.4336847796701811,24.0,0.4108620429943157
TBL3,21.0,0.6668586052463212,24.0,0.6349753373420759
TBP,21.0,0.4267180837722598,24.0,0.38326745677929464
TBPL1,21.0,0.345147076336787,24.0,0.3102814922113668
TBPL2,15.0,0.5,12.0,0.44061930783242254
TBR1,10.0,0.4329900124843945,23.0,0.4555555555555556
TBRG1,21.0,0.4726623358362158,24.0,0.5012571494056192
TBRG4,21.0,0.5959109215825633,24.0,0.5115067159870573
TBX1,21.0,0.6133333333333333,24.0,0.5304658528031053
TBX10,19.0,0.592,24.0,0.5069293812005244
TBX15,14.0,0.43825925925925924,20.0,0.4223302646720368
TBX18,2.0,0.28662089055347484,4.0,0.2777777777777777
TBX18-AS1,1.0,0.5866666666666667,,
TBX19,21.0,0.4741996233521657,24.0,0.493350217573783
TBX2,9.0,0.6426966292134831,13.0,0.5724747474747475
TBX2-AS1,4.0,0.5473158551810238,6.0,0.5222222222222223
TBX20,3.0,0.6259259259259259,1.0,0.6333333333333333
TBX21,21.0,0.4838660578386606,24.0,0.3864020083527394
TBX3,20.0,0.4746086031311749,24.0,0.4374663480715846
TBX4,1.0,0.4933333333333333,4.0,0.39402173913043476
TBX5,,,1.0,0.4597701149425287
TBX5-AS1,3.0,0.56,1.0,0.4222222222222222
TBX6,21.0,0.5586893286944619,24.0,0.48444891229695797
TBXA2R,21.0,0.5641999141999141,24.0,0.4852651618652587
TBXAS1,21.0,0.4861485474693022,24.0,0.3886414929883014
TBXT,7.0,0.4069444444444444,9.0,0.3
TC2N,21.0,0.3398788725832751,24.0,0.32675920884179593
TCAF1,21.0,0.3982058706637143,24.0,0.3554233913810736
TCAF2,21.0,0.4387037037037037,24.0,0.39977482216762833
TCAF2C,14.0,0.5866666666666667,12.0,0.5555555555555556
TCAIM,21.0,0.371982905982906,24.0,0.3557927618912967
TCAP,21.0,0.598989898989899,24.0,0.5916071833321481
TCEA1,21.0,0.436071650387882,24.0,0.3756442642261947
TCEA2,21.0,0.5941197094916103,24.0,0.5135235211380227
TCEA3,21.0,0.5277777777777778,24.0,0.48975211936718277
TCEAL1,21.0,0.3951324085750315,24.0,0.38215279716801565
TCEAL2,20.0,0.48978001168306784,24.0,0.44803154561924824
TCEAL3,21.0,0.5463019826377042,24.0,0.5268820983665694
TCEAL3-AS1,21.0,0.3177777777777778,24.0,0.39940656516786577
TCEAL4,21.0,0.4756595453243041,24.0,0.42148289850864196
TCEAL5,21.0,0.5146090534979424,24.0,0.5034618372582149
TCEAL6,12.0,0.5555555555555556,24.0,0.49236084529166313
TCEAL7,20.0,0.37016435338180215,24.0,0.3547165207463603
TCEAL8,21.0,0.3950158281134236,24.0,0.3865975474304944
TCEAL9,21.0,0.3900582658302373,24.0,0.34946513697148945
TCEANC,21.0,0.4279487179487179,24.0,0.41760531630252606
TCEANC2,21.0,0.4609406688241639,24.0,0.4463608994718099
TCERG1,21.0,0.4255498448858638,24.0,0.36793932488102954
TCERG1L,6.0,0.56,13.0,0.4222222222222222
TCERG1L-AS1,7.0,0.3111111111111111,12.0,0.2111111111111111
TCF12,21.0,0.4247340766371908,24.0,0.39729340264693846
TCF15,21.0,0.5910644910644911,24.0,0.43062189627127434
TCF19,21.0,0.4862840862840863,24.0,0.4118300447876819
TCF20,21.0,0.4468921524996291,24.0,0.43956590566717
TCF23,20.0,0.5192307692307693,24.0,0.6011647645131378
TCF24,2.0,0.37777777777777777,12.0,0.2777777777777777
TCF25,21.0,0.5910382360279441,24.0,0.5483608512140457
TCF3,21.0,0.4596705007022738,24.0,0.4258458844545372
TCF4,21.0,0.3846682508483195,24.0,0.39192991886526496
TCF4-AS1,16.0,0.4648148148148148,18.0,0.4444444444444445
TCF4-AS2,21.0,0.3229885057471264,24.0,0.29941237528203285
TCF7,21.0,0.5199304276652342,24.0,0.5615085655105417
TCF7L1,21.0,0.5704504504504504,24.0,0.43325035882883406
TCF7L2,21.0,0.4185146137175657,24.0,0.3987753828065817
TCFL5,21.0,0.4466369379412858,24.0,0.3900029865845684
TCHH,21.0,0.5853801169590643,24.0,0.5562190512673444
TCHHL1,7.0,0.4777777777777778,8.0,0.4444444444444444
TCHP,21.0,0.5292024573986045,24.0,0.4848151072200316
TCIM,20.0,0.3651524390243902,24.0,0.35241740318583004
TCIRG1,21.0,0.6234155396446566,24.0,0.6591108213794898
TCL1A,21.0,0.5836543830262423,24.0,0.36544284501545554
TCL1B,17.0,0.5322222222222223,21.0,0.4472222222222222
TCN1,21.0,0.4304444444444444,23.0,0.4041691224789817
TCN2,21.0,0.5980842911877395,24.0,0.5234060659737914
TCOF1,21.0,0.5598028513777248,24.0,0.5096575552154178
TCP1,21.0,0.3791280487804878,24.0,0.3563164542794577
TCP10,5.0,0.3888888888888889,9.0,0.3555555555555555
TCP10L,21.0,0.4957805907172996,24.0,0.3949161609939011
TCP10L2,18.0,0.4045776113191843,23.0,0.3833333333333333
TCP11,21.0,0.5357487922705314,24.0,0.46482957006930403
TCP11L1,21.0,0.4735558603871361,24.0,0.4311127671828898
TCP11L2,21.0,0.4303997175781073,24.0,0.448962981376936
TCTA,21.0,0.5114766610428216,24.0,0.5367857323234695
TCTE1,18.0,0.5203703703703704,20.0,0.34148148148148144
TCTE3,21.0,0.3709343000699612,24.0,0.3409234632705836
TCTEX1D1,21.0,0.3654497354497354,24.0,0.307869356327535
TCTEX1D2,21.0,0.3852814814814815,24.0,0.2663993439097531
TCTEX1D4,21.0,0.6759999999999999,23.0,0.5431087400814868
TCTN1,21.0,0.4523732990463945,24.0,0.39121859034259493
TCTN2,21.0,0.4866666666666666,24.0,0.3479671457642758
TCTN3,21.0,0.4298383643759366,24.0,0.37874340983661964
TDG,21.0,0.4709771150013208,24.0,0.38648228979552013
TDGF1,9.0,0.3370786516853932,22.0,0.3946916525102015
TDO2,17.0,0.3871111111111111,24.0,0.34022739830558857
TDP1,21.0,0.483528102392877,24.0,0.4459977937670422
TDP2,21.0,0.4059255879967559,24.0,0.3534461595590803
TDRD1,21.0,0.4448888888888889,24.0,0.40730442568289654
TDRD10,19.0,0.4753086419753086,23.0,0.3909722222222222
TDRD12,21.0,0.4333333333333333,24.0,0.41080246913580243
TDRD15,20.0,0.33711419753086413,24.0,0.3256395090897548
TDRD3,21.0,0.3840782355389097,24.0,0.37534932482530364
TDRD5,15.0,0.4211111111111111,18.0,0.3858024691358025
TDRD6,21.0,0.3602182539682539,24.0,0.3251906261079923
TDRD7,21.0,0.414697502932797,24.0,0.37229207320468305
TDRD9,21.0,0.36005291005291,24.0,0.3445093828188396
TDRG1,9.0,0.4666666666666667,9.0,0.5222222222222223
TDRKH,21.0,0.4588679245283019,24.0,0.4282403022674763
TDRKH-AS1,21.0,0.4374772313296903,24.0,0.38197025441341076
TDRP,21.0,0.4016260162601626,23.0,0.3207058873448685
TEAD1,18.0,0.4207070707070707,21.0,0.3797979797979798
TEAD2,21.0,0.4793333333333333,24.0,0.46625918594168303
TEAD3,21.0,0.4954545454545455,24.0,0.4582714541215547
TEAD4,21.0,0.6064814814814815,24.0,0.5207970715521905
TEC,21.0,0.4225304690093422,24.0,0.3789581098657071
TECPR1,21.0,0.5740355555555556,24.0,0.5410860757436986
TECPR2,21.0,0.563897792022792,24.0,0.4711104786009487
TECR,21.0,0.6236974817434588,24.0,0.6481156392405762
TECRL,6.0,0.3466666666666667,7.0,0.3
TECTA,21.0,0.4994444444444444,24.0,0.3805584557194416
TECTB,,,4.0,0.3055555555555556
TEDC1,21.0,0.6632034632034632,24.0,0.5838089083127618
TEDC2,21.0,0.5973333333333333,24.0,0.5116241703421551
TEDDM1,19.0,0.5185185185185185,19.0,0.4758873456790123
TEF,21.0,0.571779744346116,24.0,0.5229515066466492
TEFM,21.0,0.3884732955521208,24.0,0.3381662493840243
TEK,20.0,0.39916049382716046,24.0,0.39886845475937793
TEKT1,21.0,0.5220397579948142,24.0,0.4837763050406728
TEKT2,21.0,0.5907029478458049,24.0,0.5660587609714616
TEKT3,21.0,0.5148148148148148,24.0,0.40526254102203474
TEKT4,19.0,0.5673076923076923,24.0,0.6013224688308081
TEKT5,14.0,0.622195469948279,15.0,0.525925925925926
TELO2,21.0,0.6401878649403402,24.0,0.6180489687354969
TEN1,21.0,0.6107569011576135,24.0,0.6683352352893943
TENM1,21.0,0.3751004016064257,24.0,0.3411459968602826
TENM2,19.0,0.4592592592592592,24.0,0.4320261437908497
TENM3,9.0,0.4444444444444444,12.0,0.4255555555555556
TENM4,19.0,0.5311111111111111,20.0,0.40735135470907446
TENT2,21.0,0.362518744871686,24.0,0.347510451832007
TENT4A,21.0,0.4468592592592592,24.0,0.3067195461290309
TENT4B,21.0,0.3941041666666666,24.0,0.38056639250590474
TENT5A,21.0,0.416600904455615,24.0,0.3971177046654501
TENT5B,14.0,0.5916666666666666,20.0,0.5033333333333334
TENT5C,21.0,0.398530612244898,24.0,0.38334445527457417
TENT5D,6.0,0.37802746566791506,15.0,0.3555555555555555
TEP1,21.0,0.4245929734361611,24.0,0.3963069768625631
TEPP,21.0,0.5947368421052632,24.0,0.5164502561147339
TEPSIN,21.0,0.5542984590429846,24.0,0.4605897196497287
TERB1,20.0,0.44305555555555554,23.0,0.4091713672953757
TERB2,10.0,0.5223158551810237,8.0,0.4638888888888888
TERC,21.0,0.6881998277347114,24.0,0.6593046604711664
TERF1,21.0,0.3586918132372677,24.0,0.35432006514350367
TERF2,21.0,0.4998188848188848,24.0,0.4363833790881325
TERF2IP,21.0,0.4618585994901784,24.0,0.40641696702714697
TERT,20.0,0.6020999757927863,24.0,0.5234656084656084
TES,21.0,0.4856531737990704,24.0,0.42059767661120373
TESC,21.0,0.6206627218934911,24.0,0.5090459314495522
TESC-AS1,7.0,0.6222222222222222,4.0,0.5388888888888889
TESK1,21.0,0.5881892387139763,24.0,0.4639682377869654
TESK2,21.0,0.5717134213421342,24.0,0.43191356924651775
TESMIN,21.0,0.4395456790123456,24.0,0.3513453762427796
TESPA1,21.0,0.4636755779413664,24.0,0.39276416380354073
TET1,21.0,0.4068273092369477,24.0,0.3805995259021352
TET2,21.0,0.4023396301508109,24.0,0.39774330120358736
TET2-AS1,20.0,0.47638888888888886,24.0,0.5499687170209557
TET3,21.0,0.4715500685871056,24.0,0.4291916151421785
TEX10,21.0,0.4495992107534838,24.0,0.43043908459366576
TEX101,13.0,0.4722222222222222,17.0,0.2777777777777778
TEX11,2.0,0.4511111111111111,6.0,0.3555555555555555
TEX12,21.0,0.2752808988764045,24.0,0.2703114705001497
TEX13C,1.0,0.5888888888888889,5.0,0.478716744913928
TEX13D,8.0,0.5026841448189763,15.0,0.4333333333333333
TEX14,21.0,0.4157303370786517,24.0,0.34293272864701435
TEX15,21.0,0.3669135802469135,24.0,0.3535818053032621
TEX19,6.0,0.5333333333333333,10.0,0.275
TEX2,21.0,0.4238147138964577,24.0,0.3701678360223378
TEX22,21.0,0.6611111111111112,24.0,0.5660793767415051
TEX26,,,2.0,0.2333333333333333
TEX26-AS1,18.0,0.5533333333333333,21.0,0.55
TEX261,21.0,0.5119153439153439,24.0,0.4243351997987719
TEX264,21.0,0.6048043585933631,24.0,0.49248149375997663
TEX28,,,1.0,0.5666666666666667
TEX29,21.0,0.4866666666666666,24.0,0.3923301230604601
TEX30,21.0,0.2945150931278099,24.0,0.23544906696132667
TEX33,3.0,0.5166666666666666,2.0,0.4004273504273504
TEX35,12.0,0.5211111111111111,3.0,0.5444444444444444
TEX38,21.0,0.5182539682539683,24.0,0.47608794798979576
TEX41,16.0,0.3763888888888889,23.0,0.3373188405797101
TEX43,13.0,0.4222222222222222,21.0,0.4222222222222222
TEX44,1.0,0.6533333333333333,3.0,0.5444444444444444
TEX45,20.0,0.577637952559301,24.0,0.5883113325317999
TEX46,20.0,0.4591666666666666,24.0,0.5356134781397939
TEX47,9.0,0.4266666666666667,11.0,0.451984126984127
TEX48,6.0,0.49444444444444446,6.0,0.5055555555555555
TEX49,15.0,0.4711111111111111,22.0,0.5110210561497326
TEX51,1.0,0.5280898876404494,,
TEX52,17.0,0.5694444444444444,8.0,0.6188034188034188
TEX53,6.0,0.5388888888888889,2.0,0.5649122807017544
TEX54,10.0,0.6081481481481481,13.0,0.5777777777777777
TEX9,21.0,0.3508898776418242,24.0,0.33225105278859524
TF,21.0,0.4438095238095238,24.0,0.46254320064850823
TFAM,21.0,0.3976594332280364,24.0,0.35529586020798587
TFAP2A,20.0,0.49333333333333335,24.0,0.35626438493809104
TFAP2A-AS1,12.0,0.5552434456928839,17.0,0.4777777777777778
TFAP2B,10.0,0.5097222222222222,14.0,0.3555555555555555
TFAP2C,4.0,0.3277777777777777,5.0,0.3305555555555555
TFAP2D,1.0,0.4666666666666667,2.0,0.3944444444444445
TFAP2E,21.0,0.5113333333333333,24.0,0.3971721658926338
TFAP4,21.0,0.4208229895433686,24.0,0.4300141554175949
TFB1M,21.0,0.4511356556216369,24.0,0.35862915576167
TFB2M,21.0,0.3512273057371096,24.0,0.30841868768586633
TFCP2,21.0,0.4333836512510864,24.0,0.3681385449187913
TFCP2L1,20.0,0.5049812734082397,24.0,0.4445206818359527
TFDP1,21.0,0.3967071586828634,24.0,0.37056368190641276
TFDP2,21.0,0.4242379283349775,24.0,0.402778422279482
TFDP3,,,1.0,0.3676470588235294
TFE3,21.0,0.5198067632850242,24.0,0.46859030502693577
TFEB,21.0,0.620806100217865,24.0,0.6093863713825387
TFEC,21.0,0.3749023616681082,24.0,0.3499246673371183
TFF1,2.0,0.538888888888889,5.0,0.4444444444444444
TFF2,1.0,0.3146067415730337,,
TFF3,21.0,0.6055555555555556,23.0,0.4986111111111111
TFG,21.0,0.3709157678183461,24.0,0.30791780712849137
TFIP11,21.0,0.5248952316230604,24.0,0.47512582415870525
TFPI,21.0,0.4052888039281831,24.0,0.3616523001073537
TFPI2,20.0,0.3891605839416058,24.0,0.38183921674793425
TFPT,21.0,0.6225329604474631,24.0,0.6103850671314179
TFR2,21.0,0.5635605440586149,24.0,0.5213321171465723
TFRC,21.0,0.441846833506096,24.0,0.405277286732305
TG,21.0,0.52,24.0,0.41885772905285734
TGDS,21.0,0.3103674824922388,24.0,0.2768039298702582
TGFA,21.0,0.3759259259259259,24.0,0.35722279914954125
TGFB1,21.0,0.6839111858233522,24.0,0.6508097001969202
TGFB1I1,21.0,0.588697757390418,24.0,0.5163623496414876
TGFB2,21.0,0.3988304093567251,24.0,0.35909070942360055
TGFB2-AS1,15.0,0.4,20.0,0.3
TGFB3,21.0,0.5067632850241546,24.0,0.44169404212104724
TGFB3-AS1,7.0,0.5555555555555556,1.0,0.4777777777777778
TGFBI,21.0,0.4589206349206349,24.0,0.4089761805501333
TGFBR1,21.0,0.3615857063093244,24.0,0.3537037817386012
TGFBR2,21.0,0.4241769130297707,24.0,0.3817751529739307
TGFBR3,21.0,0.4245098039215686,24.0,0.3631964462018724
TGFBR3L,20.0,0.6672604366493102,24.0,0.6096456425646615
TGFBRAP1,21.0,0.5131501739385557,24.0,0.4000121693563785
TGIF1,21.0,0.3915664140528728,24.0,0.3528970928196705
TGIF2,21.0,0.4809131545338442,24.0,0.3776520060267655
TGIF2-RAB5IF,8.0,0.47962962962962963,1.0,0.5
TGIF2LX,,,1.0,0.6666666666666666
TGM1,21.0,0.5877777777777778,24.0,0.5253361724366903
TGM2,21.0,0.4564045773348099,24.0,0.4270188002660851
TGM3,3.0,0.5555555555555556,3.0,0.4977777777777777
TGM4,18.0,0.48097264782658034,21.0,0.5481481481481482
TGM5,12.0,0.5076388888888889,23.0,0.3866666666666666
TGM6,1.0,0.5168539325842697,,
TGM7,1.0,0.6888888888888889,7.0,0.4333333333333333
TGOLN2,21.0,0.4700346140533056,24.0,0.4800150959928589
TGS1,21.0,0.4168102297008547,24.0,0.36740390854623617
TH,6.0,0.6666666666666666,7.0,0.6111111111111112
TH2LCRR,16.0,0.4759550561797753,13.0,0.3777777777777778
THADA,21.0,0.4245084132943957,24.0,0.38368862662568626
THAP1,21.0,0.3733006935944513,24.0,0.3612387015453426
THAP10,21.0,0.3483245149911816,24.0,0.30130043993352235
THAP11,21.0,0.4684170868834405,24.0,0.3054069219633384
THAP12,21.0,0.3761145522673396,24.0,0.338705443885421
THAP2,21.0,0.3556620160251022,24.0,0.3318160918933254
THAP3,21.0,0.5922427983539095,24.0,0.5626390832988067
THAP4,21.0,0.5725721784776903,24.0,0.471470173122028
THAP5,21.0,0.3701901784551257,24.0,0.34171643250310924
THAP6,21.0,0.3739242132305716,24.0,0.35894958492324985
THAP7,21.0,0.6442311886586696,24.0,0.5884381389892118
THAP7-AS1,21.0,0.5981418278346606,24.0,0.47395721857063633
THAP8,21.0,0.5309459459459459,24.0,0.4403315794149354
THAP9,21.0,0.402808988764045,24.0,0.3756210846300685
THAP9-AS1,21.0,0.3312344811431248,24.0,0.30912187123486456
THBD,21.0,0.4209331931145182,24.0,0.40045158086162724
THBS1,21.0,0.4490151515151515,24.0,0.42135178983502786
THBS2,19.0,0.3786516853932584,23.0,0.3624584717607974
THBS3,21.0,0.5555251557987536,24.0,0.4675647345691737
THBS4,21.0,0.4761904761904762,24.0,0.3777777777777777
THEG,2.0,0.5922222222222222,,
THEGL,12.0,0.5138888888888888,20.0,0.5320915032679738
THEM4,21.0,0.4579241444231879,24.0,0.3868359647430947
THEM5,21.0,0.6393939393939394,13.0,0.5087719298245614
THEM6,21.0,0.6151650217552797,24.0,0.4293234942890643
THEMIS,21.0,0.3826675985162088,23.0,0.3455155367231638
THEMIS2,21.0,0.4664173988907584,24.0,0.34324172488167226
THG1L,21.0,0.4846943204365079,24.0,0.4096411694783527
THNSL1,21.0,0.3888567758509955,24.0,0.36581343179181175
THNSL2,21.0,0.5341645885286783,24.0,0.48315753754022916
THOC1,21.0,0.4159625355410604,24.0,0.3829931758582763
THOC2,21.0,0.3832090066186758,24.0,0.36879868012004435
THOC3,21.0,0.4561310141917618,24.0,0.37017275431361885
THOC5,21.0,0.5183009817045962,24.0,0.48193613197253393
THOC6,21.0,0.6086959127412201,24.0,0.3881754824018999
THOC7,21.0,0.3843792972292928,24.0,0.2968379579216065
THOC7-AS1,20.0,0.3972222222222222,18.0,0.3810711279461279
THOP1,21.0,0.6387375356125355,24.0,0.5151305496647283
THRA,21.0,0.6278915787295676,24.0,0.5088542013089521
THRAP3,21.0,0.511686563670412,24.0,0.42885348145880764
THRB,21.0,0.4052555010001819,24.0,0.3609991312870149
THRIL,21.0,0.4432098765432098,24.0,0.4012172117649825
THRSP,16.0,0.4569444444444444,16.0,0.3804184321307609
THSD1,21.0,0.4631027253668763,24.0,0.34922031010761034
THSD4,14.0,0.4938826466916354,24.0,0.4968085106382979
THSD4-AS1,,,1.0,0.4385185185185185
THSD7A,21.0,0.4970853206147324,24.0,0.414094746684709
THSD7B,3.0,0.4222222222222222,,
THSD8,15.0,0.6611111111111112,2.0,0.6878352490421455
THTPA,21.0,0.5368239921337266,24.0,0.43293702745889456
THUMPD1,21.0,0.3887464097519054,24.0,0.3950267796799234
THUMPD2,21.0,0.3268560578748768,24.0,0.31230511490903184
THUMPD3,21.0,0.4022318520406718,24.0,0.3691302579397624
THUMPD3-AS1,21.0,0.4791074229184978,24.0,0.3544150586200545
THY1,20.0,0.6070274316132804,24.0,0.5154070998383553
THYN1,21.0,0.4561884311841932,24.0,0.42004183958968866
TIA1,21.0,0.3498148714290567,24.0,0.3679577726971871
TIAF1,21.0,0.5162732137236387,24.0,0.5311090196263234
TIAL1,21.0,0.3911067986286305,24.0,0.3872483540915207
TIAM1,21.0,0.48046875,24.0,0.4212308444521664
TIAM2,21.0,0.434351038617036,24.0,0.34825447088212313
TICAM1,21.0,0.5563934426229508,24.0,0.4260469333976726
TICAM2,21.0,0.7015325670498085,23.0,0.6799478414994075
TICRR,21.0,0.5033755274261603,24.0,0.4171585144279417
TIE1,21.0,0.5467391304347826,24.0,0.5140035159003367
TIFA,21.0,0.3707647215560885,24.0,0.3342097907177942
TIFAB,21.0,0.4792592592592593,24.0,0.48267572850724005
TIGAR,21.0,0.3494746895893028,24.0,0.30306277907213214
TIGD1,21.0,0.4518357487922705,24.0,0.44189058530787817
TIGD2,21.0,0.396343477235197,24.0,0.4064454785739193
TIGD3,21.0,0.5045833333333333,24.0,0.3831268489409577
TIGD4,20.0,0.3510467684624987,24.0,0.40902728800944393
TIGD5,21.0,0.6101402373247033,24.0,0.4901042451819453
TIGD6,21.0,0.446415770609319,24.0,0.39048312968056953
TIGD7,21.0,0.3978142076502732,24.0,0.34861541437005794
TIGIT,21.0,0.4296296296296296,24.0,0.40390731038049293
TIMD4,17.0,0.4444444444444444,16.0,0.3763888888888889
TIMELESS,21.0,0.4961080586080586,24.0,0.4765328809393031
TIMM10,21.0,0.5305003679175865,24.0,0.5646806839000507
TIMM10B,21.0,0.447249395182497,24.0,0.44212582938712075
TIMM13,21.0,0.6333355335533553,24.0,0.5768767034752742
TIMM17A,21.0,0.3592098399363039,24.0,0.34681510685542305
TIMM17B,21.0,0.6199037620297463,24.0,0.5184218631946738
TIMM21,21.0,0.3928430209569,24.0,0.39807090754353136
TIMM22,21.0,0.5415085158150852,24.0,0.4309649436215006
TIMM23,21.0,0.4414564163451073,24.0,0.3494205160044517
TIMM23B,21.0,0.4071773357053039,24.0,0.41997406064294207
TIMM29,21.0,0.4816091954022988,24.0,0.4649913205053249
TIMM44,21.0,0.6255993431855501,24.0,0.4300510214770056
TIMM50,21.0,0.5861141850075823,24.0,0.5541900294760123
TIMM8A,21.0,0.4103780628521007,24.0,0.39318134446891984
TIMM8B,21.0,0.4948686046073219,24.0,0.4301087916132832
TIMM9,21.0,0.3644515834771055,24.0,0.2996739564271589
TIMMDC1,21.0,0.4035927690794947,24.0,0.3633621650319284
TIMP1,21.0,0.6073792100155105,24.0,0.526017408889522
TIMP2,21.0,0.5202901720618256,24.0,0.46566550481962155
TIMP3,21.0,0.4135470256088518,24.0,0.3449741518471423
TIMP4,20.0,0.47464285714285714,23.0,0.4382698734073132
TINAG,1.0,0.3707865168539326,1.0,0.3888888888888889
TINAGL1,21.0,0.5540674603174603,24.0,0.37051956470766834
TINCR,21.0,0.5460317460317461,24.0,0.5491974984319072
TINF2,21.0,0.4687589814335804,24.0,0.3611666106616483
TIPARP,21.0,0.4276872964169381,24.0,0.37521173026740806
TIPARP-AS1,21.0,0.4244839346616406,24.0,0.29067148446142166
TIPIN,21.0,0.4174790450085409,24.0,0.4225854800002531
TIPRL,21.0,0.3788107869142352,24.0,0.34219176925642847
TIRAP,21.0,0.4305555555555556,24.0,0.4380448021100857
TJAP1,21.0,0.6020609318996415,24.0,0.4184788031116856
TJP1,21.0,0.4463768115942029,24.0,0.3974469865617478
TJP2,21.0,0.4062428407789233,24.0,0.286491383807868
TJP3,21.0,0.6095238095238095,22.0,0.5178475228475229
TK1,21.0,0.5561975822777488,24.0,0.501005137115403
TK2,21.0,0.5453868369053048,24.0,0.5029687815035176
TKFC,21.0,0.5602215980024969,24.0,0.4358458595931888
TKT,21.0,0.559017852438905,24.0,0.5230471961161147
TKTL1,19.0,0.5222222222222221,24.0,0.42589285714285713
TKTL2,10.0,0.33563218390804594,15.0,0.3055555555555556
TLCD1,21.0,0.53151590251962,24.0,0.5562981625417478
TLCD2,21.0,0.5122641509433962,24.0,0.5601034064255016
TLDC1,21.0,0.4612305854241338,24.0,0.42548591856529405
TLDC2,21.0,0.4845410628019323,24.0,0.3984943868284564
TLE1,21.0,0.4397287717676066,24.0,0.4269570059871552
TLE2,21.0,0.5962987442167877,23.0,0.5795210253907388
TLE3,21.0,0.5812958825406959,24.0,0.45278432000697466
TLE4,21.0,0.4180265654648956,24.0,0.3953857016536185
TLE6,21.0,0.6033333333333334,24.0,0.44277459553036713
TLK1,21.0,0.4138410066186632,24.0,0.39876769066420825
TLK2,21.0,0.4981399508160071,24.0,0.4301392402558287
TLL1,7.0,0.5074074074074074,16.0,0.41944444444444445
TLL2,21.0,0.5203703703703704,24.0,0.5326818736029262
TLN1,21.0,0.5166697591568635,24.0,0.4619703288321453
TLN2,21.0,0.5018214936247722,24.0,0.44223685974452676
TLNRD1,21.0,0.4933798646362098,24.0,0.40411833066484404
TLR1,21.0,0.3743498817966903,24.0,0.359909436658457
TLR10,21.0,0.3946970931812008,24.0,0.38197291640859365
TLR2,21.0,0.3802316450726344,24.0,0.33120360744316246
TLR3,21.0,0.4059461805555555,24.0,0.38226957354811403
TLR4,21.0,0.3957524613220816,24.0,0.35449122426892804
TLR5,21.0,0.4589882565492321,24.0,0.41040230010905415
TLR6,21.0,0.4819047619047619,24.0,0.42436179995631806
TLR7,21.0,0.4416666666666666,24.0,0.4310681707923878
TLR8,21.0,0.3750516315572078,24.0,0.37119688046182475
TLR8-AS1,11.0,0.4499999999999999,19.0,0.3481481481481481
TLR9,20.0,0.5520833333333334,24.0,0.5793448982579417
TLX1,1.0,0.5444444444444444,1.0,0.2777777777777778
TLX2,19.0,0.5888888888888889,23.0,0.5
TM2D1,21.0,0.3546977217767595,24.0,0.35072400700806944
TM2D2,21.0,0.3977246304600564,24.0,0.3236543557879388
TM2D3,21.0,0.3703170028818444,24.0,0.26768168462472336
TM4SF1,21.0,0.3857179586065046,24.0,0.39148042263894767
TM4SF1-AS1,21.0,0.4638888888888889,24.0,0.40160940325497285
TM4SF18,19.0,0.3266666666666666,24.0,0.31775111852202964
TM4SF19,20.0,0.4925925925925926,24.0,0.44405594405594406
TM4SF19-AS1,21.0,0.5206734006734006,24.0,0.42041193428989626
